title,date,text,page_url
Telecom Egypt renforce ses capacités sur le câble 2Africa,27/01/2025,"L’opérateur historique égyptien veut diversifier ses services dans un contexte de transformation numérique accélérée. L’entreprise investit considérablement dans son infrastructure télécoms.
La société publique Telecom Egypt a annoncé avoir établi une connexion sous-marine méditerranéenne sur le câble 2Africa avec le soutien technique de la société technologique américaine... (lien) 
27/01/2025 - Telecom Egypt renforce ses capacités sur le câble 2Africa",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=35
Kenya : le comté de Homa Bay abritera une nouvelle sucrerie de 12 millions $,27/01/2025,"Au Kenya, la consommation de sucre est la deuxième plus importante en Afrique de l’Est derrière l’Éthiopie. Alors que le pays dépend à hauteur de 40 % des importations pour ses besoins, les perspectives d’investissement dans la production locale sont prometteuses pour les opérateurs privés.
Au Kenya, un consortium formé par des entreprises européennes et asiatiques prévoit... (lien) 
27/01/2025 - Kenya : le comté de Homa Bay abritera une nouvelle sucrerie de 12 millions $",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=35
Afrique centrale : des bourses de formation sur l’analyse des données des forêts,27/01/2025,"La collecte et l’analyse des données dans la forêt tropicale d’Afrique centrale restent encore limitées. Selon les scientifiques, la maîtrise des données dans cet espace, la deuxième plus grande du genre dans le monde, pourrait permettre de freiner la déforestation.
L’initiative scientifique pour le bassin du Congo (CBSI), une plateforme indépendante dirigée par des scientifiques,... (lien) 
27/01/2025 - Afrique centrale : des bourses de formation sur l’analyse des données des forêts",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=42
Nouvel accord de coopération sécuritaire entre les USA et le Bénin,27/01/2025,"Les Etats-Unis et le Bénin ont signé, le mercredi 22 janvier 2025, un accord de coopération dans le domaine de la sécurité, visant à renforcer l’interopérabilité, la préparation et l’efficacité des Forces armées des deux pays. Ce partenariat, initialement établi en 2009, a été revitalisé et formalisé pour répondre aux défis sécuritaires.
Selon le communiqué du... (lien) 
27/01/2025 - Nouvel accord de coopération sécuritaire entre les USA et le Bénin",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=42
Sénégal : un projet de gazoduc pour soutenir les ambitions énergétiques de l’État,27/01/2025,"Alors que les premiers volumes de gaz naturel du projet Greater Tortue Ahmeyim (GTA) ont été extraits début janvier, le Sénégal accélère l’installation des infrastructures nécessaires pour exploiter pleinement ce potentiel énergétique.
Au Sénégal, l’Agence de promotion des investissements et des grands travaux (APIX) et le Réseau gazier du Sénégal (RGS SA), une société de... (lien) 
27/01/2025 - Sénégal : un projet de gazoduc pour soutenir les ambitions énergétiques de l’État",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=42
Congo : une initiative pour faciliter la formation supérieure des bacheliers de l’EFTP,27/01/2025,"Dans le cadre de son programme de lutte contre le chômage, le gouvernement congolais souhaite accroître l’employabilité des apprenants de l’enseignement technique et professionnel. Ces derniers auront bientôt la possibilité de poursuivre leur formation au niveau supérieur.
Le Conseil des ministres de la République du Congo a adopté un projet de décret visant à faciliter la... (lien) 
27/01/2025 - Congo : une initiative pour faciliter la formation supérieure des bacheliers de l’EFTP",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=42
PAIX Data Centres annonce la construction d’un centre de données au Sénégal,27/01/2025,"Dans le cadre de sa transformation numérique, le gouvernement sénégalais ambitionne de créer un cadre favorable à l’innovation technologique. Cela attire les investissements dans les infrastructures critiques comme les centres de données. 
L’opérateur panafricain de centres de données PAIX Data Centres a annoncé le lundi 27 janvier le début des travaux de construction d’une... (lien) 
27/01/2025 - PAIX Data Centres annonce la construction d’un centre de données au Sénégal",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=42
RDC : les combats dans le Nord-Kivu privent Goma d’électricité et d’eau potable,27/01/2025,"En fin de semaine dernière, les affrontements dans l’Est de la RDC ont pris une nouvelle dimension, suscitant des inquiétudes non seulement au niveau local, mais également au sein de la communauté internationale.
Durant au moins deux jours, Goma et ses environs ont été privés d’électricité et d’eau potable en raison d’une nouvelle offensive des rebelles du M23 dans l’est de la... (lien) 
27/01/2025 - RDC : les combats dans le Nord-Kivu privent Goma d’électricité et d’eau potable",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=42
Malawi : 35 millions $ mobilisés par le PAM pour la sécurité alimentaire,27/01/2025,"Le Programme alimentaire mondial (PAM) et le gouvernement du Malawi ont conclu, le vendredi 24 janvier 2025, un accord portant sur l'importation de 48 000 tonnes de maïs, financé à hauteur de 35 millions de dollars par la Banque mondiale. Cette initiative vise à soulager les communautés vulnérables frappées par la sécheresse provoquée par le phénomène El Niño.

??WFP Malawi and... (lien) 
27/01/2025 - Malawi : 35 millions $ mobilisés par le PAM pour la sécurité alimentaire",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=42
La banque publique turque Ziraat ouvre une succursale en Algérie,27/01/2025,"Le choix de l’Algérie comme deuxième pays d’implantation en Afrique est motivé par des enjeux commerciaux et financiers. Ziraat cible des entreprises turques actives sur ce marché ainsi que celles en quête d’opportunités sur le continent.
Après avoir inauguré en 2024 un bureau de représentation en Egypte, la banque publique turque Ziraat, forte de ses 162 ans d'existence, poursuit... (lien) 
27/01/2025 - La banque publique turque Ziraat ouvre une succursale en Algérie",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=49
"Burkina Faso : 1,6 million $ par an sur 3 ans pour soutenir la production de semences",27/01/2025,"Au Burkina Faso, le secteur agricole contribue à environ 16 % du PIB et emploie environ près de 75 % de la population active. Le gouvernement, en quête de souveraineté alimentaire, renforce son appui au développement de la production locale de semences améliorées.
Au Burkina Faso, l’Union nationale des sociétés coopératives des producteurs semenciers (UNPSB) a signé le 24... (lien) 
27/01/2025 - Burkina Faso : 1,6 million $ par an sur 3 ans pour soutenir la production de semences",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=49
Les exportations d’or du Ghana en hausse de 53 % à 11 milliards de dollars en 2024,27/01/2025,"Premier producteur africain d’or, le Ghana a exporté 7,6 milliards de dollars du métal précieux en 2023. La hausse des exportations d’or s’est poursuivie en 2024, portée notamment par une progression d’environ 30 % du prix du métal jaune.
Le Ghana a exporté 11,6 milliards de dollars d’or en 2024, soit une hausse de 52,6 % en glissement annuel. C’est ce que révèle un... (lien) 
27/01/2025 - Les exportations d’or du Ghana en hausse de 53 % à 11 milliards de dollars en 2024",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=49
Libye : Haftar cède à la Russie une base aérienne près de la frontière avec le Tchad et le Soudan,27/01/2025,"Indésirable en Syrie depuis la chute du président Bachar al-Assad, Moscou jette son dévolu sur un autre pays méditerranéen pour occuper le flanc sud de l’OTAN et assurer la logistique de ses opérations en Afrique.
Le maréchal Khalifa Haftar, chef d'une des deux factions qui s’affrontent pour le pouvoir en Libye, a offert à la Russie une base aérienne désaffectée située dans... (lien) 
27/01/2025 - Libye : Haftar cède à la Russie une base aérienne près de la frontière avec le Tchad et le Soudan",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=49
"RDC : Goma sous tension, l’ONU réclame le retrait des forces armées étrangères",27/01/2025,"Depuis le dimanche 26 janvier, les combats ont repris autour de Goma, capitale provinciale du Nord-Kivu, assiégée par les rebelles du M23. Une situation qui mobilise de plus en plus l’attention de la communauté internationale qui appelle à la cessation des hostilités.
Goma, dans l'est de la République démocratique du Congo (RDC), est au cœur d’une crise sécuritaire et humanitaire... (lien) 
27/01/2025 - RDC : Goma sous tension, l’ONU réclame le retrait des forces armées étrangères",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=49
"Tubes africains : Il était une fois Soul Makossa, par Manu Dibango",27/01/2025,"En 1972, Manu Dibango sort « Soul Makossa ». Moquée au début, la chanson initialement dédiée à être un morceau de complément finit pourtant par devenir la plus importante de sa carrière, et l’un des plus grands titres de l’histoire musicale africaine. 
« Mamase Mamasa Mamakossa » ! Ce gimmick légendaire, signature de Soul Makossa de Manu Dibango, aurait... (lien) 
27/01/2025 - Tubes africains : Il était une fois Soul Makossa, par Manu Dibango",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=49
"Au Bénin, l’ambition d’une économie cashless pour doper les recettes fiscales",27/01/2025,"Réduire le cash et digitaliser les paiements pour mieux recouvrer les recettes fiscales, c’est l’un des objectifs du gouvernement. Mais dans un pays où les préférences culturelles, le manque d’infrastructures et les coûts associés aux transactions électroniques freinent l’adoption, le succès reste loin d’être garanti.
Depuis le 1er janvier 2025, les transactions en espèces... (lien) 
27/01/2025 - Au Bénin, l’ambition d’une économie cashless pour doper les recettes fiscales",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=49
RDC : la mine d’étain de Bisie a produit 17 324 tonnes pour Alphamin Resources en 2024 (+38%),26/01/2025,"Principal exploitant industriel d’étain en RDC, Alphamin a mis en service en mai 2024 une nouvelle usine de traitement à Bisie, qui a largement contribué à cette hausse de production. Il vise désormais les 20 000 tonnes en 2025.
La société minière basée à Maurice Alphamin Resources a annoncé une production d’étain de 17 324 tonnes pour sa mine de Bisie dans le... (lien) 
26/01/2025 - RDC : la mine d’étain de Bisie a produit 17 324 tonnes pour Alphamin Resources en 2024 (+38%)",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=56
"Le changement climatique, l’une des causes des migrations forcées en Afrique",26/01/2025,"Le Global Risks Perception Survey (GRPS) est une enquête réalisée par le World Economic Forum pour identifier les risques qu’encourt la planète à court, moyen et long terme. Le rapport 2025 montre que les risques environnementaux, auparavant perçus comme des menaces lointaines, sont désormais plus immédiats et affectent d’autres problématiques mondiales, comme les migrations... (lien) 
26/01/2025 - Le changement climatique, l’une des causes des migrations forcées en Afrique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=56
Un nouvel accord entre Télé-Ecole et l’Etat pour digitaliser le secteur éducatif au Sénégal,26/01/2025,"Le digital révolutionne l’éducation dans le monde, offrant de nouvelles opportunités d’apprentissage et d’inclusion. En intégrant la technologie dans leurs systèmes éducatifs, les pays africains peuvent ainsi réduire les inégalités tout en préparant leurs jeunesses aux défis du monde moderne.
Dans le cadre des NuMEd Awards, initiative d’intégration des médias et des... (lien) 
26/01/2025 - Un nouvel accord entre Télé-Ecole et l’Etat pour digitaliser le secteur éducatif au Sénégal",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=56
Transport africain : le Top 5 des infos les plus marquantes de la semaine,26/01/2025,"Chaque week-end, la rédaction d’Ecofin vous rappelle les principales informations de la semaine dans le secteur africain des Transports, ainsi que leurs implications.
XEJet lance la construction d’un centre de maintenance et réparation d’avions au Nigeria
Le groupe de transport aérien XEJet a lancé la construction d’un centre de maintenance et réparation (MRO) à l’aéroport... (lien) 
26/01/2025 - Transport africain : le Top 5 des infos les plus marquantes de la semaine",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=56
RDC : la phase 2 du chantier de la RN12 va débuter dans le Kongo Central,26/01/2025,"Selon le nouveau contrat signé entre l’État congolais et la Sicomines, pour 624 millions $ de travaux routiers étaient prévus en 2024, avec un engagement annuel d’environ 324 millions $ dès 2025 et jusqu’en 2040. Le programme prioritaire d’investissements du gouvernement prévoit également 714 millions $ pour divers projets routiers.
La 2e phase de la... (lien) 
26/01/2025 - RDC : la phase 2 du chantier de la RN12 va débuter dans le Kongo Central",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=56
Dougga : un témoignage de l’Afrique romaine,26/01/2025,"Le site archéologique de Dougga, situé dans le nord-ouest de la Tunisie, est l’un des vestiges les mieux conservés de l’ancienne Afrique romaine. Il se trouve à environ 110 km de Tunis, sur un plateau dominant la vallée de l’Oued Khalled. Son emplacement stratégique en a fait un centre important à différentes périodes historiques.
Dougga a connu plusieurs phases d’occupation.... (lien) 
26/01/2025 - Dougga : un témoignage de l’Afrique romaine",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=56
Un projet de centre de formation en agriculture à Tindjassi au Togo,26/01/2025,"Le projet entre dans le cadre d’une politique de développement rural intégré et de désenclavement des régions togolaises à fort potentiel agricole. Il vise globalement à créer des emplois pour la jeunesse, améliorer la sécurité alimentaire et développer les infrastructures de fret.
Un centre de formation et de services agricoles va être construit à Tindjassi, dans la région... (lien) 
26/01/2025 - Un projet de centre de formation en agriculture à Tindjassi au Togo",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=56
Gabon : la production industrielle de bois en hausse de 4% au 3e trimestre 2024,25/01/2025,"Le Gabon a mené plusieurs actions ces dernières années pour valoriser la transformation industrielle de son bois, volet porteur d’une économie jusqu’ici dominée par le pétrole.
L’indice composite des activités industrielles du domaine du bois au Gabon a grimpé de 4% en glissement trimestriel au 3e trimestre 2024, selon la dernière note conjoncturelle du ministère de l’Economie.... (lien) 
25/01/2025 - Gabon : la production industrielle de bois en hausse de 4% au 3e trimestre 2024",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=63
"Énergies : Trump, Dramani Mahama et Labonne parmi les 40 personnalités à suivre en 2025",25/01/2025,"L'année 2025 s'annonce comme charnière pour le secteur énergétique africain. De nombreux acteurs clés seront au cœur des attentes pour définir et façonner son avenir.
La Chambre africaine de l'Énergie (AEC) a récemment publié sa liste des 40 personnalités à suivre dans le secteur énergétique en Afrique. Intitulée « AEC - 40 Movers and Shakers to Watch in Africa in... (lien) 
25/01/2025 - Énergies : Trump, Dramani Mahama et Labonne parmi les 40 personnalités à suivre en 2025",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=63
"« L’art nègre, connais pas » : l’hommage incompris de Picasso à l’art africain",25/01/2025,"Interrogé en 1920 par un critique sur son rapport aux arts venus d’Afrique, Pablo Picasso fait une réponse longtemps considérée comme odieuse : « L’art nègre, connais pas ». Pourtant, et c’est de notoriété publique, le peintre espagnol a fortement été influencé par l’art africain.
Il suffit d’avoir l’œil fin en observant sa peinture « Les demoiselles... (lien) 
25/01/2025 - « L’art nègre, connais pas » : l’hommage incompris de Picasso à l’art africain",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=63
Gestion publique africaine : Top 5 des infos marquantes de la semaine,25/01/2025,"Au menu, le retrait des Etats-Unis de l’OMS, le décaissement du FMI en faveur du Niger, les IDE en Afrique en 2024, la présidentielle au Gabon et la mise en circulation prochaine du passeport commun de l’Alliance des Etats du Sahel. 
Le retrait des USA de l’OMS menace les efforts sanitaires en Afrique
Le 20 janvier 2025, Donald Trump a retiré les États-Unis de l’OMS,... (lien) 
25/01/2025 - Gestion publique africaine : Top 5 des infos marquantes de la semaine",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=63
Le FIDA débloque 145 millions $ pour le développement rural à Madagascar,25/01/2025,"La population de Madagascar est majoritairement rurale, avec des moyens de subsistance reposant principalement sur l’agriculture. Les sécheresses fréquentes affaiblissent donc la capacité des ménages à faire face aux difficultés économiques, remarque le FMI.
À l’ouverture des journées de Concertation nationale sur la transformation à Madagascar, Joseph Rostand Olinga Biwole,... (lien) 
25/01/2025 - Le FIDA débloque 145 millions $ pour le développement rural à Madagascar",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=63
Plusieurs essais cliniques prometteurs en Afrique : le point santé hebdomadaire,25/01/2025,"Dans l’actualité santé en Afrique cette semaine, plusieurs épidémies suscitent l’attention : de la résurgence du virus Marburg en Tanzanie à la flambée de choléra en Angola, en passant par la hausse inquiétante des cas de rougeole au Maroc. Ceci étant, des avancées sont également signalées, avec des essais cliniques innovants contre le mpox ou la peste bubonique à... (lien) 
25/01/2025 - Plusieurs essais cliniques prometteurs en Afrique : le point santé hebdomadaire",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=63
Le Centre de référence aux métiers du numérique de Diamniadio au Sénégal réalisé à 60%,25/01/2025,"Le Sénégal multiplie les initiatives pour accélérer son développement dans le domaine numérique. L’objectif affiché est clair : se positionner comme un leader régional en la matière.  
Le projet du Centre de référence aux métiers du numérique (CRMN) de Diamniadio au Sénégal a atteint un taux d'exécution de 60% en janvier 2025. Ce chantier lancé fin 2023 comprend 7... (lien) 
25/01/2025 - Le Centre de référence aux métiers du numérique de Diamniadio au Sénégal réalisé à 60%",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=63
"Un nouveau centre des droits de l’enfant implanté au Cameroun, à l’Université de Dschang",25/01/2025,"Selon la représentante de l’UNICEF au Cameroun, Nadine Perrault, les centres dédiés aux droits des enfants qui sont progressivement implantés dans les universités camerounaises sont des « pôles de réflexion, de recherche et de plaidoyer pour des politiques nationales robustes en faveur des droits de l’enfant ».
L’université de Dschang située dans la région de... (lien) 
25/01/2025 - Un nouveau centre des droits de l’enfant implanté au Cameroun, à l’Université de Dschang",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=70
Ethiopian Airlines acquiert un 11e Boeing 777 cargo,24/01/2025,"L’acquisition du nouveau cargo par Ethiopian Airlines devrait renforcer ses capacités opérationnelles pour intensifier ses activités de fret aérien intra-africain et mondial.
Ethiopian Airlines a ajouté à son parc d'avions-cargos nouveau Boeing 777 ET-BAB. Cette acquisition porte à 11 le nombre de modèles du genre en sa possession. L’aéronef devrait être déployé sur les réseaux... (lien) 
24/01/2025 - Ethiopian Airlines acquiert un 11e Boeing 777 cargo",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=70
RDC : Félix Tshisekedi lance le Couloir Vert qui générera 500 000 emplois,24/01/2025,"Le projet entend améliorer directement la vie de plus de 31 millions de personnes et assurer le transfert annuel d'un million de tonnes de nourriture de la région du Kivu vers Kinshasa, renforçant ainsi la sécurité alimentaire du pays, selon le gouvernement congolais. 
Le président de la République démocratique du Congo, Félix Tshisekedi, a annoncé, le mercredi 22 janvier, la... (lien) 
24/01/2025 - RDC : Félix Tshisekedi lance le Couloir Vert qui générera 500 000 emplois",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=70
Nigeria : les associations de consommateurs protestent contre la hausse des tarifs télécoms,24/01/2025,"Annoncée début janvier par le gouvernement, la hausse des tarifs télécoms a fait protester le Congrès syndical nigérian (NLC), l'Association nationale des abonnés aux télécommunications (NATCOMS), le Congrès syndical des travailleurs (CST) ou encore la Coalition des groupes du Nord (CNG).
Plusieurs associations de consommateurs ainsi que des syndicats sont montés au créneau pour... (lien) 
24/01/2025 - Nigeria : les associations de consommateurs protestent contre la hausse des tarifs télécoms",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=70
"Somalie : 1,4 milliard $ pour répondre aux défis humanitaires en 2025",24/01/2025,"La Somalie est confrontée depuis des années à des conflits armés, à l’instabilité sociale et politique ainsi qu’aux chocs climatiques affectant les moyens de subsistance. En 2024, 4,4 millions de personnes étaient confrontées à des niveaux élevés d’insécurité alimentaire aiguë, selon l’OCHA.
La mise en œuvre du Plan de réponse aux besoins humanitaires pour la Somalie 2025... (lien) 
24/01/2025 - Somalie : 1,4 milliard $ pour répondre aux défis humanitaires en 2025",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=70
Café : les prix de référence de l’arabica ont atteint de nouveaux sommets,24/01/2025,"Les prix du café arabica se sont négociés à des niveaux élevés sur l’ensemble de l’année 2024. Alors que des incertitudes planent encore sur les prévisions de récolte au Brésil en 2025, cette dynamique haussière se poursuit en 2025. 
Le prix de référence du café arabica a atteint 3,49 $ la livre sur l’Intercontinental Exchange (ICE) le jeudi 23 janvier dernier,... (lien) 
24/01/2025 - Café : les prix de référence de l’arabica ont atteint de nouveaux sommets",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=70
Des investisseurs italiens explorent les opportunités dans les TIC en Côte d’Ivoire,24/01/2025,"En 2025, le gouvernement ivoirien a alloué un budget de 60,78 milliards FCFA (environ 97millions $) aux projets dans le secteur des TIC. Il est également ouvert à divers partenariats.
Une délégation du groupe Leonardo S.p.A, entreprise italienne spécialisée dans la fabrication d’hélicoptères civils et militaires, était en Côte d’Ivoire les mardi 21 et mercredi 22 janvier pour... (lien) 
24/01/2025 - Des investisseurs italiens explorent les opportunités dans les TIC en Côte d’Ivoire",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=70
"« The Last Ranger », dernier film africain en lice aux Oscars 2025",24/01/2025,"L'Académie américaine chargée de décerner les Oscars a révélé le jeudi 23 janvier 2025 l'ensemble des nominés retenus pour la 97e cérémonie. Il ne reste désormais plus qu’une seule production africaine en lice.
Il ne reste plus qu’un seul film africain en lice pour la 97e cérémonie des Oscars. L’Académie chargée de décerner les prestigieux prix a annoncé le jeudi 23... (lien) 
24/01/2025 - « The Last Ranger », dernier film africain en lice aux Oscars 2025",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=77
Niger : l’algérien Sonelgaz prévoit la construction d’une centrale électrique,24/01/2025,"Le récent réchauffement des relations entre Niamey et Alger favorise le renforcement de la coopération bilatérale dans le domaine énergétique. Après la compagnie pétrolière algérienne Sonatrach, qui annoncé un projet de création d'une raffinerie et d'un complexe pétrochimique au Niger, Sonelgaz planche sur un projet visant à augmenter la capacité de production... (lien) 
24/01/2025 - Niger : l’algérien Sonelgaz prévoit la construction d’une centrale électrique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=77
La Zambie veut intégrer le cercle des producteurs d’uranium en Afrique,24/01/2025,"La demande mondiale d’uranium devrait augmenter de 28 % entre 2023 et 2030, puis de 51 % entre 2031 et 2040, d’après la World Nuclear Association. La Zambie, dont les recettes minières dépendent principalement du cuivre, cherche à profiter de ces perspectives pour exploiter ses réserves d’uranium.
Le projet Muntanga peut permettre à la Zambie de produire annuellement 2,2... (lien) 
24/01/2025 - La Zambie veut intégrer le cercle des producteurs d’uranium en Afrique",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=77
UEMOA : cinq grandes tendances du marché régional de la dette en 2024,24/01/2025,"L’Agence Ecofin revient sur cinq tendances majeures qui ont marqué le marché des titres publics par adjudication, organisé par UMOA-Titres en 2024. 
En dépit des turbulences économiques mondiales, alimentées par des tensions géopolitiques et des pressions inflationnistes, le marché des titres publics par adjudication de l’Union économique et monétaire ouest-africaine (UEMOA) a... (lien) 
24/01/2025 - UEMOA : cinq grandes tendances du marché régional de la dette en 2024",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=77
Guinée : l'État et l'actionnaire minoritaire de MTN se concertent sur le futur de l'opérateur,24/01/2025,"Cette année, le gouvernement guinéen entend relancer son secteur des télécommunications en mettant en place des stratégies pour renforcer la compétitivité et élargir l'accès aux services. La prise de contrôle de l’opérateur MTN marque une étape importante dans cette démarche ambitieuse.
La ministre des Postes, des Télécommunications et de l’Économie Numérique, Rose Pola... (lien) 
24/01/2025 - Guinée : l'État et l'actionnaire minoritaire de MTN se concertent sur le futur de l'opérateur",https://www.agenceecofin.com//a-la-une/recherche-article/articles?submit_x=0&submit_y=0&filterTousLesFils=Tous&filterCategories=Sous-rubrique&filterFrench=French&userSearch=1&testlimitstart=77
